,yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,VisitFrequency,cluster,Gender,Age
834,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,1,Once a year,0,Male,57
835,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,Once a year,1,Female,53
836,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,2,Once a week,0,Female,49
837,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1,Never,0,Male,56
838,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,1,Once a month,0,Male,50
839,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,Once a year,0,Female,59
840,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,5,Once a month,0,Female,32
841,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,4,Once a month,0,Female,44
842,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,1,Once a month,0,Female,34
843,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0,Once a year,0,Female,51
844,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,Once a month,0,Male,33
845,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,2,Once a month,0,Female,36
846,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3,More than once a week,0,Female,24
847,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,0,Female,42
848,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Never,1,Male,45
849,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,Every three months,1,Female,48
850,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,5,More than once a week,0,Female,34
851,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,5,Once a week,0,Female,28
852,No,No,No,No,No,No,No,No,No,No,No,0,Once a year,0,Female,55
853,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,2,Every three months,0,Female,29
854,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,5,Once a month,0,Female,40
855,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,Every three months,0,Male,44
856,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Once a year,1,Male,49
857,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,0,Male,29
858,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a week,0,Male,40
859,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,3,More than once a week,0,Male,30
860,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,Once a month,0,Male,34
861,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1,Every three months,0,Male,60
862,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,Once a month,0,Male,66
863,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,3,Every three months,0,Male,51
864,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Once a year,1,Male,44
865,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,Once a year,0,Male,64
866,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,3,Every three months,0,Female,37
867,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-5,Never,1,Male,51
868,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,Once a week,0,Male,30
869,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,-4,Once a year,1,Male,53
870,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,1,Once a month,0,Male,48
871,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-2,Once a year,1,Female,67
872,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Never,1,Male,39
873,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,3,Every three months,0,Female,67
874,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-3,Never,1,Male,61
875,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,2,Every three months,0,Male,57
876,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,-5,Once a year,1,Male,64
877,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-4,Once a year,1,Female,64
878,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4,Once a week,0,Female,34
879,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4,Once a week,0,Male,45
880,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,0,Male,34
881,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Once a year,1,Male,67
882,No,No,No,Yes,No,Yes,No,No,No,No,Yes,-5,Never,1,Female,38
883,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,Once a week,0,Male,22
884,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,5,Once a week,0,Female,57
885,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,2,Every three months,0,Female,65
886,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-2,Once a year,1,Male,63
887,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,Once a year,1,Male,49
888,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-2,Once a year,1,Male,36
889,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,-1,Never,1,Female,60
890,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-3,Once a year,1,Female,62
891,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,5,Once a week,0,Male,55
892,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,3,Once a month,0,Female,41
893,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-2,More than once a week,1,Male,46
894,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,0,Female,51
895,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,5,Every three months,0,Female,61
896,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,3,Once a week,0,Female,38
897,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,Never,1,Female,59
898,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,4,Once a month,0,Male,36
899,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,Never,0,Female,62
900,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,Once a month,0,Male,58
901,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a week,0,Female,23
902,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,-5,Every three months,1,Female,50
903,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,4,Once a month,0,Female,25
904,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Once a month,0,Male,55
905,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,-5,Once a year,1,Male,48
906,No,No,No,Yes,No,Yes,No,No,No,No,Yes,-5,Never,1,Female,62
907,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,Every three months,0,Female,61
908,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,More than once a week,0,Female,32
909,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,0,Every three months,0,Male,49
910,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Once a month,0,Male,20
911,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,1,Every three months,0,Female,43
912,No,No,No,No,No,Yes,Yes,No,No,No,No,-5,Never,1,Female,63
913,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,4,Once a month,0,Female,60
914,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,1,Once a year,0,Female,68
915,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,0,Male,64
916,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Once a year,1,Male,57
917,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,4,Once a month,0,Male,71
918,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,3,Every three months,0,Female,30
919,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,5,More than once a week,0,Male,61
920,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,1,Once a month,0,Female,55
921,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,-3,Once a month,1,Male,53
922,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,4,Every three months,0,Male,45
923,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,0,Male,41
924,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3,Every three months,0,Male,30
925,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,2,Once a week,0,Female,42
926,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,3,Once a week,0,Female,22
927,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Every three months,0,Female,46
928,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,5,Once a month,0,Male,43
929,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,5,Once a month,0,Female,33
930,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,Never,1,Female,19
931,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,Once a month,0,Male,24
932,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,-4,Once a year,1,Male,58
933,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,0,Every three months,0,Male,59
934,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,0,Female,31
935,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,2,Once a month,0,Female,37
936,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Once a month,0,Male,56
937,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,Every three months,1,Male,52
938,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,1,Male,36
939,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,4,Once a month,0,Female,25
940,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,0,Once a year,0,Male,20
941,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,Once a month,0,Female,21
942,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-2,Once a week,1,Female,59
943,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-4,Once a year,1,Female,51
944,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,Once a month,0,Female,50
945,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,Every three months,0,Male,63
946,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Every three months,0,Female,25
947,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Once a month,0,Male,51
948,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,Once a year,1,Female,36
949,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,Once a month,0,Female,31
950,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,1,Once a month,0,Male,26
951,No,No,No,No,No,No,No,No,No,No,Yes,-5,Once a year,1,Male,30
952,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,Once a month,0,Female,37
953,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-1,Every three months,1,Male,30
954,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,4,Once a month,0,Female,30
955,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,4,Every three months,0,Female,55
956,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,1,Once a month,0,Female,19
957,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,5,More than once a week,0,Female,23
958,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,Every three months,1,Female,26
959,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-1,Once a year,1,Female,59
960,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,4,Once a week,0,Male,23
961,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,4,Once a month,0,Male,30
962,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Every three months,0,Female,18
963,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,0,Once a year,0,Male,51
964,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,2,Once a year,0,Male,35
965,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,3,Once a week,0,Female,43
966,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,0,Once a year,0,Female,56
967,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,2,Once a week,0,Male,53
968,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,Every three months,1,Female,47
969,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,2,Every three months,0,Male,65
970,No,Yes,No,Yes,No,Yes,No,No,No,No,No,0,Never,0,Male,51
971,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,2,Once a month,0,Female,33
972,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,Never,0,Male,61
973,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,Once a month,0,Female,33
974,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,Once a month,0,Male,25
975,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,-5,Never,1,Male,36
976,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,5,Once a month,0,Male,47
977,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,2,Once a month,0,Female,59
978,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,Once a year,1,Female,37
979,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,Once a month,0,Male,22
980,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,Every three months,1,Male,48
981,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,2,Once a year,0,Male,70
982,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,-5,Never,1,Male,51
983,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,3,Once a month,0,Female,23
984,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5,Every three months,0,Female,28
985,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,4,Once a week,0,Male,39
986,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,4,Every three months,0,Female,62
987,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,5,Once a week,0,Female,25
988,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,2,Every three months,0,Female,27
989,No,Yes,No,No,No,Yes,No,No,No,No,No,-2,Every three months,1,Female,59
990,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-3,Every three months,1,Male,65
991,No,No,No,No,No,No,No,Yes,Yes,No,No,-4,Every three months,1,Female,54
992,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,3,Every three months,0,Male,64
993,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,2,Once a month,0,Female,49
994,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,5,More than once a week,0,Female,22
995,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a month,0,Male,35
996,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,More than once a week,0,Female,41
997,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,Every three months,0,Male,32
998,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,5,Once a week,0,Female,24
999,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,5,Once a week,0,Female,52
1000,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Once a year,1,Male,44
1001,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,Once a month,0,Female,38
1002,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a week,0,Female,43
1003,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,Once a year,0,Female,32
1004,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,-1,Every three months,1,Male,38
1005,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,Never,0,Female,63
1006,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,3,Every three months,0,Female,46
1007,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,3,Every three months,0,Female,29
1008,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-5,Never,1,Female,61
1009,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,2,Every three months,0,Male,47
1010,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,Once a month,0,Male,31
1011,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,Once a week,0,Male,35
1012,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Every three months,0,Male,64
1013,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Once a month,0,Female,26
1014,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-1,Once a year,1,Female,55
1015,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,More than once a week,0,Female,46
1016,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,5,Once a month,0,Male,52
1017,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Never,1,Female,50
1018,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a month,0,Male,33
1019,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,5,Once a month,0,Female,30
1020,No,Yes,No,Yes,No,Yes,No,No,No,No,No,3,Once a week,0,Female,46
1021,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0,Once a year,0,Female,60
1022,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,3,More than once a week,0,Male,27
1023,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,Every three months,0,Female,51
1024,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,4,Once a month,0,Female,41
1025,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,Once a month,0,Female,67
1026,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-5,Never,1,Female,63
1027,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,3,Every three months,0,Female,65
1028,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,0,Once a month,0,Male,59
1029,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,Once a year,0,Female,34
1030,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,Once a year,0,Female,34
1031,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a week,0,Female,53
1032,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,2,Once a week,0,Female,31
1033,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,5,Once a month,0,Female,58
1034,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,2,Once a week,0,Male,39
1035,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,4,Once a month,0,Male,66
1036,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,Once a month,0,Male,55
1037,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,5,Once a month,0,Female,28
1038,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,-5,Once a month,1,Female,34
1039,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,4,Once a month,0,Male,24
1040,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,0,Every three months,0,Female,59
1041,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,Every three months,0,Female,67
1042,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,1,Once a month,0,Female,52
1043,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,2,Once a week,0,Male,41
1044,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,5,Once a month,0,Female,37
1045,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,5,Once a week,0,Male,18
1046,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,4,Once a week,0,Male,63
1047,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a week,0,Male,24
1048,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,5,More than once a week,0,Male,57
1049,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,Once a month,0,Male,40
1050,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,2,Once a month,0,Male,20
1051,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,1,Every three months,0,Male,55
1052,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,2,Once a year,0,Female,18
1053,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,1,Once a month,0,Male,42
1054,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,-4,Once a year,1,Female,47
1055,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,3,Every three months,0,Male,40
1056,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,3,Once a month,0,Female,35
1057,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,1,Once a month,0,Male,64
1058,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,-2,Every three months,1,Female,50
1059,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,5,Once a week,0,Female,55
1060,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,Never,1,Female,64
1061,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,Once a year,1,Female,49
1062,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,0,Every three months,0,Male,49
1063,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,3,Once a week,0,Female,49
1064,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,Every three months,1,Male,50
1065,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,0,Once a year,0,Male,65
1066,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Once a week,1,Male,49
1067,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a month,0,Male,36
1068,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4,More than once a week,0,Female,31
1069,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,5,Once a week,0,Female,25
1070,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,0,Male,51
1071,No,Yes,No,Yes,No,No,No,No,Yes,No,No,1,Once a week,0,Male,41
1072,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,Once a year,1,Female,58
1073,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,0,Once a month,0,Male,69
1074,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a week,0,Female,22
1075,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,5,Once a month,0,Male,39
1076,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,-2,Once a month,1,Female,58
1077,No,Yes,No,No,Yes,No,No,No,Yes,No,No,-1,Once a month,1,Male,47
1078,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,1,Once a week,0,Male,62
1079,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,0,Male,49
1080,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,-3,Once a year,1,Female,65
1081,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,5,Once a week,0,Female,39
1082,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,-3,Once a year,1,Female,33
1083,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,4,Once a week,0,Male,33
1084,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,1,Once a month,0,Male,64
1085,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,Once a year,1,Male,18
1086,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,1,Once a month,0,Male,67
1087,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,-5,Once a year,1,Female,62
1088,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-4,Never,1,Female,56
1089,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,-5,Once a month,1,Female,36
1090,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,1,Once a year,0,Male,68
1091,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,3,Once a month,0,Female,42
1092,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,2,Once a week,0,Male,39
1093,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Once a month,0,Female,24
1094,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,Once a week,0,Female,38
1095,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,5,Once a week,0,Male,52
1096,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,2,Once a week,0,Female,43
1097,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,Every three months,0,Male,57
1098,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-4,Once a year,1,Female,59
1099,No,No,No,Yes,No,No,No,Yes,No,No,Yes,-5,Never,1,Female,57
1100,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,Every three months,0,Male,43
1101,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5,Once a week,0,Female,25
1102,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,2,Every three months,0,Female,61
1103,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,5,Once a month,0,Female,25
1104,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-5,Once a year,1,Female,70
1105,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,2,Every three months,0,Male,54
1106,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,5,Every three months,0,Male,60
1107,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-4,Once a year,1,Male,59
1108,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-5,Never,1,Male,66
1109,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,4,Once a week,0,Male,51
1110,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,1,Once a month,0,Female,57
